timestamp,connected_clients,cpu_percent,memory_mb,throughput_msgs_per_sec,avg_delay_ms
15:32:14,10,1.0,21.45,0,
15:32:15,10,0.0,21.45,0,
15:32:16,10,0.0,21.45,0,
15:32:17,10,0.0,21.45,0,
15:32:18,10,0.0,21.45,0,5.86
15:32:19,10,0.0,21.45,0,
15:32:20,10,0.0,21.45,0,
15:32:21,10,1.0,21.45,0,
15:32:22,10,0.0,21.45,0,
15:32:23,10,0.0,21.45,0,
15:32:24,10,0.0,21.45,0,
15:32:25,10,0.0,21.45,0,
15:32:26,10,0.0,21.45,0,
15:32:27,10,0.0,21.45,0,
15:32:28,10,0.0,21.45,0,
15:32:29,10,0.0,21.45,0,
15:32:30,10,0.0,21.45,0,
15:32:31,10,0.0,21.45,0,
15:32:32,10,0.0,21.45,0,
15:32:33,10,0.0,21.45,0,2.63
15:32:34,10,0.0,21.45,0,
15:32:35,10,0.0,21.45,0,
15:32:36,10,0.0,21.45,0,
15:32:37,10,0.0,21.45,0,
15:32:38,10,0.0,21.45,0,
15:32:39,10,0.0,21.45,0,
15:32:40,10,0.0,21.45,0,
15:32:41,10,0.0,21.45,0,
15:32:42,10,0.0,21.45,0,
15:32:43,10,0.0,21.45,0,
15:32:44,10,0.0,21.45,0,
15:32:45,10,0.0,21.45,0,
15:32:46,10,0.0,21.45,0,
15:32:47,10,0.0,21.45,0,
15:32:48,10,0.0,21.45,0,2.18
15:32:49,10,0.0,21.45,0,
15:32:50,10,0.0,21.45,0,
15:32:51,10,0.0,21.45,0,
15:32:52,10,0.0,21.45,0,
15:32:53,10,0.0,21.45,0,
15:32:54,10,0.0,21.45,0,
15:32:55,10,0.0,21.45,0,
15:32:56,10,0.0,21.45,0,
15:32:57,10,0.0,21.45,0,
15:32:58,10,0.0,21.45,0,
15:32:59,10,0.0,21.45,0,
15:33:00,10,0.0,21.45,0,
15:33:01,10,0.0,21.45,0,
15:33:02,10,0.0,21.45,0,1.98
15:33:03,10,0.0,21.45,0,
15:33:04,10,0.0,21.45,0,
15:33:05,10,0.0,21.45,0,
15:33:06,10,0.0,21.45,0,
15:33:07,10,0.0,21.45,0,
15:33:08,10,0.0,21.45,0,
15:33:09,10,0.0,21.45,0,
15:33:10,10,0.0,21.45,0,
15:33:11,10,0.0,21.45,0,
15:33:12,10,0.0,21.45,0,
15:33:13,10,0.0,21.45,0,
15:33:14,10,0.0,21.45,0,
15:33:15,10,0.0,21.45,0,
15:33:16,10,0.0,21.45,0,
15:33:17,10,0.0,21.45,0,4.18
15:33:18,10,0.0,21.45,0,
15:33:19,10,0.0,21.45,0,
15:33:20,10,0.0,21.45,0,
15:33:21,10,0.0,21.45,0,
15:33:22,10,0.0,21.45,0,
15:33:23,10,0.0,21.45,0,
15:33:24,10,0.0,21.45,0,
15:33:25,10,0.0,21.45,0,
15:33:26,10,0.0,21.45,0,
15:33:27,10,0.0,21.45,0,
15:33:28,10,0.0,21.45,0,
15:33:29,10,0.0,21.45,0,
15:33:30,10,0.0,21.45,0,
15:33:31,10,0.0,21.45,0,
15:33:32,10,0.0,21.45,0,2.68
15:33:33,10,0.0,21.45,0,
15:33:34,10,0.0,21.45,0,
15:33:35,10,0.0,21.45,0,
15:33:36,10,0.0,21.45,0,
15:33:37,10,0.0,21.45,0,
15:33:38,10,0.0,21.45,0,
15:33:39,10,0.0,21.45,0,
15:33:40,10,0.0,21.45,0,
15:33:41,10,0.0,21.45,0,
15:33:42,10,0.0,21.45,0,
15:33:43,10,0.0,21.45,0,
15:33:44,10,0.0,21.45,0,
15:33:45,10,0.0,21.45,0,
15:33:46,10,0.0,21.45,0,
15:33:47,10,0.0,21.45,0,2.29
15:33:48,10,0.0,21.45,0,
15:33:49,10,1.0,21.45,0,
15:33:50,10,0.0,21.45,0,
15:33:51,10,0.0,21.45,0,
15:33:52,10,0.0,21.45,0,
15:33:53,10,0.0,21.45,0,
15:33:54,10,0.0,21.45,0,
15:33:55,10,0.0,21.45,0,
15:33:56,10,0.0,21.45,0,
15:33:57,10,0.0,21.45,0,
15:33:58,10,0.0,21.45,0,
15:33:59,10,1.0,21.45,10,
15:34:00,9,0.0,21.45,0,
15:34:01,9,0.0,21.45,0,
15:34:02,9,0.0,21.45,11,1.31
15:34:03,10,0.0,21.45,0,
15:34:04,10,1.0,21.45,0,
15:34:05,10,0.0,21.45,0,
15:34:06,10,0.0,21.45,0,
15:34:07,10,0.0,21.45,0,
15:34:08,10,0.0,21.45,0,
15:34:09,10,0.0,21.45,0,
15:34:10,10,0.0,21.45,0,
15:34:11,10,0.0,21.45,0,
15:34:12,10,0.0,21.45,0,
15:34:13,10,0.0,21.45,0,
15:34:14,10,0.0,21.45,0,
15:34:15,10,0.0,21.45,0,
15:34:16,10,0.0,21.45,0,
15:34:17,10,0.0,21.45,0,2.57
15:34:18,10,0.0,21.45,0,
15:34:19,10,0.0,21.45,0,
15:34:20,10,1.0,21.45,0,
15:34:21,10,0.0,21.45,0,
15:34:22,10,0.0,21.45,0,
15:34:23,10,0.0,21.45,0,
15:34:24,10,0.0,21.45,0,
15:34:25,10,0.0,21.45,0,
15:34:26,10,0.0,21.45,0,
15:34:27,10,0.0,21.45,0,
15:34:28,10,0.0,21.45,0,
15:34:29,10,0.0,21.45,0,
15:34:30,10,0.0,21.45,0,
15:34:31,10,0.0,21.45,0,
15:34:32,10,1.0,21.45,0,2.8
15:34:33,10,0.0,21.45,0,
15:34:34,10,1.0,21.45,0,
15:34:35,10,0.0,21.45,0,
15:34:36,10,0.0,21.45,0,
15:34:37,10,0.0,21.45,0,
15:34:38,10,0.0,21.45,0,
15:34:39,10,0.0,21.45,0,
15:34:40,10,0.0,21.45,0,
15:34:41,10,0.0,21.45,0,
15:34:42,10,0.0,21.45,0,
15:34:43,10,0.0,21.45,0,
15:34:44,10,0.0,21.45,0,
15:34:45,10,0.0,21.45,0,
15:34:46,10,0.0,21.45,0,
15:34:47,10,0.0,21.45,0,1.84
15:34:48,10,0.0,21.45,0,
15:34:49,10,0.0,21.45,0,
15:34:51,10,0.0,21.45,0,
15:34:52,10,0.0,21.45,0,
15:34:53,10,0.0,21.45,0,
15:34:54,10,0.0,21.45,0,
15:34:55,10,0.0,21.45,0,
15:34:56,10,0.0,21.45,0,
15:34:57,10,0.0,21.45,0,
15:34:58,10,0.0,21.45,0,
15:34:59,10,0.0,21.45,0,
15:35:00,10,0.0,21.45,0,
15:35:01,10,0.0,21.45,0,
15:35:02,10,0.0,21.45,0,
15:35:03,10,0.0,21.45,0,2.17
15:35:04,10,0.0,21.45,0,
15:35:05,10,0.0,21.45,0,
15:35:06,10,0.0,21.45,0,
15:35:07,10,0.0,21.45,0,
15:35:08,10,0.0,21.45,0,
15:35:09,10,0.0,21.45,0,
15:35:10,10,0.0,21.45,0,
15:35:11,10,0.0,21.45,0,
15:35:12,10,0.0,21.45,0,
15:35:13,10,0.0,21.45,0,
15:35:14,10,0.0,21.45,0,
15:35:15,10,0.0,21.45,0,
15:35:16,10,0.0,21.45,0,
15:35:17,10,0.0,21.45,0,
15:35:18,10,0.0,21.45,0,1.94
15:35:19,10,0.0,21.45,0,
15:35:20,10,0.0,21.45,0,
15:35:21,10,0.0,21.45,0,
15:35:22,10,0.0,21.45,0,
15:35:23,10,0.0,21.45,0,
15:35:24,10,0.0,21.45,0,
15:35:25,10,0.0,21.45,0,
15:35:26,10,0.0,21.45,0,
15:35:27,10,0.0,21.45,0,
15:35:28,10,0.0,21.45,0,
15:35:29,10,0.0,21.45,0,
15:35:30,10,0.0,21.45,0,
15:35:31,10,0.0,21.45,0,
15:35:32,10,0.0,21.45,0,
15:35:33,10,0.0,21.45,0,1.73
15:35:34,10,0.0,21.45,0,
15:35:35,10,0.0,21.45,0,
15:35:36,10,0.0,21.45,0,
15:35:37,10,0.0,21.45,0,
15:35:38,10,1.0,21.45,0,
15:35:39,10,0.0,21.45,0,
15:35:40,10,0.0,21.45,0,
15:35:41,10,0.0,21.45,0,
15:35:42,10,0.0,21.45,0,
15:35:43,10,0.0,21.45,0,
15:35:44,10,0.0,21.45,0,
15:35:45,10,0.0,21.45,0,
15:35:46,10,0.0,21.45,0,
15:35:47,10,0.0,21.45,0,1.96
15:35:48,10,0.0,21.45,0,
15:35:49,10,0.0,21.45,0,
15:35:50,10,0.0,21.45,0,
15:35:51,10,0.0,21.45,0,
15:35:52,10,0.0,21.45,0,
15:35:53,10,0.0,21.45,0,
15:35:54,10,0.0,21.45,0,
15:35:55,10,1.0,21.45,0,
15:35:56,10,0.0,21.45,0,
15:35:57,10,0.0,21.45,0,
15:35:58,10,0.0,21.45,0,
15:35:59,10,0.0,21.45,0,
15:36:00,10,0.0,21.45,0,
15:36:01,10,1.0,21.45,0,
15:36:02,10,0.0,21.45,0,1.86
15:36:03,10,0.0,21.45,0,
15:36:04,10,0.0,21.45,0,
15:36:05,10,0.0,21.45,0,
